drug,temp,press,mw_drug,mp_drug,rho_scco2,sol,sol_mol_frac
Rosuvastatin,308,121.6,236,435,771,0.19,0.000023
Rosuvastatin,308,152,236,435,818,0.24,0.000027
Rosuvastatin,308,182.4,236,435,850,0.33,0.000036
Rosuvastatin,308,212.8,236,435,876,0.39,0.000041
Rosuvastatin,308,243.2,236,435,897,0.43,0.000044
Rosuvastatin,308,273.6,236,435,916,0.49,0.000049
Rosuvastatin,308,304,236,435,931,0.53,0.000052
Rosuvastatin,308,334.4,236,435,946,0.59,0.000057
Rosuvastatin,308,354.6,236,435,955,0.62,0.00006
Rosuvastatin,318,121.6,236,435,661,0.09,0.000013
Rosuvastatin,318,152,236,435,745,0.22,0.000027
Rosuvastatin,318,182.4,236,435,792,0.36,0.000042
Rosuvastatin,318,212.8,236,435,826,0.45,0.00005
Rosuvastatin,318,243.2,236,435,852,0.58,0.000062
Rosuvastatin,318,273.6,236,435,875,0.67,0.00007
Rosuvastatin,318,304,236,435,893,0.76,0.000078
Rosuvastatin,318,334.4,236,435,910,0.87,0.000087
Rosuvastatin,318,354.6,236,435,915,1.16,0.000115
Rosuvastatin,328,121.6,236,435,516,0.03,0.000005
Rosuvastatin,328,152,236,435,657,0.15,0.000021
Rosuvastatin,328,182.4,236,435,726,0.32,0.00004
Rosuvastatin,328,212.8,236,435,771,0.52,0.000062
Rosuvastatin,328,243.2,236,435,804,0.69,0.000078
Rosuvastatin,328,273.6,236,435,831,0.84,0.000093
Rosuvastatin,328,304,236,435,853,1.03,0.000111
Rosuvastatin,328,334.4,236,435,872,1.18,0.000123
Rosuvastatin,328,354.6,236,435,884,1.3,0.000134
Rosuvastatin,338,121.6,236,435,396,0.01,0.000003
Rosuvastatin,338,152,236,435,561,0.09,0.000015
Rosuvastatin,338,182.4,236,435,654,0.26,0.000036
Rosuvastatin,338,212.8,236,435,712,0.49,0.000063
Rosuvastatin,338,243.2,236,435,754,0.76,0.000092
Rosuvastatin,338,273.6,236,435,786,0.99,0.000115
Rosuvastatin,338,304,236,435,812,1.26,0.000141
Rosuvastatin,338,334.4,236,435,834,1.52,0.000167
Rosuvastatin,338,354.6,236,435,848,1.73,0.000186
Rosuvastatin,348,121.6,236,435,327,0.01,0.000003
Rosuvastatin,348,152,236,435,477,0.06,0.000011
Rosuvastatin,348,182.4,236,435,585,0.21,0.000032
Rosuvastatin,348,212.8,236,435,652,0.44,0.000061
Rosuvastatin,348,243.2,236,435,702,0.77,0.000101
Rosuvastatin,348,273.6,236,435,740,1.31,0.000161
Rosuvastatin,348,304,236,435,772,1.51,0.000179
Rosuvastatin,348,334.4,236,435,796,1.88,0.000216
Rosuvastatin,348,354.6,236,435,811,2.16,0.000244
Fluvastatin,308,121.6,247,468.5,771,0.16,0.000022
Fluvastatin,308,152,247,468.5,818,0.21,0.000028
Fluvastatin,308,182.4,247,468.5,850,0.28,0.000035
Fluvastatin,308,212.8,247,468.5,876,0.34,0.000042
Fluvastatin,308,243.2,247,468.5,897,0.41,0.000048
Fluvastatin,308,273.6,247,468.5,916,0.49,0.000057
Fluvastatin,308,304,247,468.5,931,0.54,0.000062
Fluvastatin,308,334.4,247,468.5,946,0.62,0.00007
Fluvastatin,308,354.6,247,468.5,955,0.68,0.000076
Fluvastatin,318,121.6,247,468.5,661,0.1,0.000016
Fluvastatin,318,152,247,468.5,745,0.22,0.000032
Fluvastatin,318,182.4,247,468.5,792,0.35,0.000048
Fluvastatin,318,212.8,247,468.5,826,0.48,0.000062
Fluvastatin,318,243.2,247,468.5,852,0.62,0.000078
Fluvastatin,318,273.6,247,468.5,875,0.77,0.000094
Fluvastatin,318,304,247,468.5,893,0.91,0.000108
Fluvastatin,318,334.4,247,468.5,910,1.07,0.000126
Fluvastatin,318,354.6,247,468.5,915,1.32,0.000154
Fluvastatin,328,121.6,247,468.5,516,0.04,0.000008
Fluvastatin,328,152,247,468.5,657,0.16,0.000026
Fluvastatin,328,182.4,247,468.5,726,0.34,0.00005
Fluvastatin,328,212.8,247,468.5,771,0.57,0.000079
Fluvastatin,328,243.2,247,468.5,804,0.8,0.000107
Fluvastatin,328,273.6,247,468.5,831,1.08,0.00014
Fluvastatin,328,304,247,468.5,853,1.48,0.000185
Fluvastatin,328,334.4,247,468.5,872,1.79,0.00022
Fluvastatin,328,354.6,247,468.5,884,2.03,0.000246
Fluvastatin,338,121.6,247,468.5,396,0.02,0.000005
Fluvastatin,338,152,247,468.5,561,0.1,0.00002
Fluvastatin,338,182.4,247,468.5,654,0.29,0.000048
Fluvastatin,338,212.8,247,468.5,712,0.59,0.000088
Fluvastatin,338,243.2,247,468.5,754,0.9,0.000128
Fluvastatin,338,273.6,247,468.5,786,1.53,0.000208
Fluvastatin,338,304,247,468.5,812,2.06,0.000271
Fluvastatin,338,334.4,247,468.5,834,2.65,0.00034
Fluvastatin,338,354.6,247,468.5,848,3.13,0.000395
Fluvastatin,348,121.6,247,468.5,327,0.02,0.000005
Fluvastatin,348,152,247,468.5,477,0.07,0.000016
Fluvastatin,348,182.4,247,468.5,585,0.26,0.000047
Fluvastatin,348,212.8,247,468.5,652,0.57,0.000093
Fluvastatin,348,243.2,247,468.5,702,1.15,0.000175
Fluvastatin,348,273.6,247,468.5,740,1.92,0.000278
Fluvastatin,348,304,247,468.5,772,2.79,0.000387
Fluvastatin,348,334.4,247,468.5,796,3.76,0.000505
Fluvastatin,348,354.6,247,468.5,811,4.56,0.000601
Lovastatin,308,121.6,247,447.5,771,0.2,0.000028
Lovastatin,308,152,247,447.5,818,0.2,0.000026
Lovastatin,308,182.4,247,447.5,850,0.22,0.000028
Lovastatin,308,212.8,247,447.5,876,0.23,0.000029
Lovastatin,308,243.2,247,447.5,897,0.26,0.000032
Lovastatin,308,273.6,247,447.5,916,0.3,0.000036
Lovastatin,308,304,247,447.5,931,0.29,0.000034
Lovastatin,308,334.4,247,447.5,946,0.3,0.000035
Lovastatin,308,354.6,247,447.5,955,0.35,0.00004
Lovastatin,318,121.6,247,447.5,661,0.15,0.000026
Lovastatin,318,152,247,447.5,745,0.25,0.000036
Lovastatin,318,182.4,247,447.5,792,0.3,0.000042
Lovastatin,318,212.8,247,447.5,826,0.34,0.000045
Lovastatin,318,243.2,247,447.5,852,0.37,0.000047
Lovastatin,318,273.6,247,447.5,875,0.39,0.000049
Lovastatin,318,304,247,447.5,893,0.41,0.00005
Lovastatin,318,334.4,247,447.5,910,0.43,0.000051
Lovastatin,318,354.6,247,447.5,915,0.43,0.000051
Lovastatin,328,121.6,247,447.5,516,0.08,0.000016
Lovastatin,328,152,247,447.5,657,0.2,0.000033
Lovastatin,328,182.4,247,447.5,726,0.3,0.000045
Lovastatin,328,212.8,247,447.5,771,0.37,0.000052
Lovastatin,328,243.2,247,447.5,804,0.42,0.000057
Lovastatin,328,273.6,247,447.5,831,0.47,0.000061
Lovastatin,328,304,247,447.5,853,0.5,0.000064
Lovastatin,328,334.4,247,447.5,872,0.53,0.000066
Lovastatin,328,354.6,247,447.5,884,0.55,0.000068
Lovastatin,338,121.6,247,447.5,396,0.04,0.000011
Lovastatin,338,152,247,447.5,561,0.15,0.000028
Lovastatin,338,182.4,247,447.5,654,0.27,0.000045
Lovastatin,338,212.8,247,447.5,712,0.37,0.000057
Lovastatin,338,243.2,247,447.5,754,0.46,0.000066
Lovastatin,338,273.6,247,447.5,786,0.53,0.000073
Lovastatin,338,304,247,447.5,812,0.59,0.000079
Lovastatin,338,334.4,247,447.5,834,0.64,0.000083
Lovastatin,338,354.6,247,447.5,848,0.67,0.000086
Lovastatin,348,121.6,247,447.5,327,0.03,0.000011
Lovastatin,348,152,247,447.5,477,0.11,0.000025
Lovastatin,348,182.4,247,447.5,585,0.29,0.000053
Lovastatin,348,212.8,247,447.5,652,0.36,0.00006
Lovastatin,348,243.2,247,447.5,702,0.48,0.000074
Lovastatin,348,273.6,247,447.5,740,0.58,0.000085
Lovastatin,348,304,247,447.5,772,0.67,0.000095
Lovastatin,348,334.4,247,447.5,796,0.75,0.000102
Lovastatin,348,354.6,247,447.5,811,0.85,0.000114
Atorvastatin,308,121.6,246,447.95,771,0.16,0.000017
Atorvastatin,308,152,246,447.95,818,0.3,0.000029
Atorvastatin,308,182.4,246,447.95,850,0.42,0.00004
Atorvastatin,308,212.8,246,447.95,876,0.61,0.000056
Atorvastatin,308,243.2,246,447.95,897,0.78,0.00007
Atorvastatin,308,273.6,246,447.95,916,0.97,0.000086
Atorvastatin,308,304,246,447.95,931,1.15,0.0001
Atorvastatin,308,334.4,246,447.95,946,1.37,0.000117
Atorvastatin,308,354.6,246,447.95,955,1.51,0.000129
Atorvastatin,318,121.6,246,447.95,661,0.08,0.00001
Atorvastatin,318,152,246,447.95,745,0.29,0.000032
Atorvastatin,318,182.4,246,447.95,792,0.58,0.000059
Atorvastatin,318,212.8,246,447.95,826,0.92,0.00009
Atorvastatin,318,243.2,246,447.95,852,1.31,0.000125
Atorvastatin,318,273.6,246,447.95,875,1.74,0.000161
Atorvastatin,318,304,246,447.95,893,2.16,0.000197
Atorvastatin,318,334.4,246,447.95,910,2.68,0.000239
Atorvastatin,318,354.6,246,447.95,915,3.34,0.000296
Atorvastatin,328,121.6,246,447.95,516,0.02,0.000003
Atorvastatin,328,152,246,447.95,657,0.2,0.000025
Atorvastatin,328,182.4,246,447.95,726,0.6,0.000067
Atorvastatin,328,212.8,246,447.95,771,1.17,0.000123
Atorvastatin,328,243.2,246,447.95,804,1.84,0.000186
Atorvastatin,328,273.6,246,447.95,831,2.71,0.000265
Atorvastatin,328,304,246,447.95,853,4,0.000382
Atorvastatin,328,334.4,246,447.95,872,5.03,0.000469
Atorvastatin,328,354.6,246,447.95,884,5.83,0.000536
Atorvastatin,338,121.6,246,447.95,396,0.01,0.000001
Atorvastatin,338,152,246,447.95,561,0.11,0.000016
Atorvastatin,338,182.4,246,447.95,654,0.51,0.000063
Atorvastatin,338,212.8,246,447.95,712,1.27,0.000146
Atorvastatin,338,243.2,246,447.95,754,2.1,0.000226
Atorvastatin,338,273.6,246,447.95,786,4.21,0.000435
Atorvastatin,338,304,246,447.95,812,5.92,0.000593
Atorvastatin,338,334.4,246,447.95,834,7.89,0.00077
Atorvastatin,338,354.6,246,447.95,848,9.52,0.000913
Atorvastatin,348,121.6,246,447.95,327,0.005,0.000001
Atorvastatin,348,152,246,447.95,477,0.067,0.000012
Atorvastatin,348,182.4,246,447.95,585,0.393,0.000055
Atorvastatin,348,212.8,246,447.95,652,1.267,0.000158
Atorvastatin,348,243.2,246,447.95,702,3.039,0.000352
Atorvastatin,348,273.6,246,447.95,740,5.348,0.000588
Atorvastatin,348,304,246,447.95,772,8.419,0.000887
Atorvastatin,348,334.4,246,447.95,796,11.71,0.001196
Atorvastatin,348,354.6,246,447.95,811,14.43,0.001446
Simvastatin,308,121.6,237,409.5,771,0.22,0.00003
Simvastatin,308,152,237,409.5,818,0.37,0.000047
Simvastatin,308,182.4,237,409.5,850,0.5,0.000062
Simvastatin,308,212.8,237,409.5,876,0.64,0.000077
Simvastatin,308,243.2,237,409.5,897,0.78,0.000091
Simvastatin,308,273.6,237,409.5,916,0.84,0.000097
Simvastatin,308,304,237,409.5,931,1.04,0.000118
Simvastatin,308,334.4,237,409.5,946,1.19,0.000133
Simvastatin,308,354.6,237,409.5,955,1.29,0.000142
Simvastatin,318,121.6,237,409.5,661,0.1,0.000016
Simvastatin,318,152,237,409.5,745,0.3,0.000043
Simvastatin,318,182.4,237,409.5,792,0.52,0.000069
Simvastatin,318,212.8,237,409.5,826,0.75,0.000096
Simvastatin,318,243.2,237,409.5,852,0.85,0.000105
Simvastatin,318,273.6,237,409.5,875,1.11,0.000133
Simvastatin,318,304,237,409.5,893,1.27,0.00015
Simvastatin,318,334.4,237,409.5,910,1.61,0.000186
Simvastatin,318,354.6,237,409.5,915,1.81,0.000207
Simvastatin,328,121.6,237,409.5,516,0.02,0.000005
Simvastatin,328,152,237,409.5,657,0.18,0.000029
Simvastatin,328,182.4,237,409.5,726,0.45,0.000065
Simvastatin,328,212.8,237,409.5,771,0.77,0.000105
Simvastatin,328,243.2,237,409.5,804,0.99,0.000129
Simvastatin,328,273.6,237,409.5,831,1.38,0.000175
Simvastatin,328,304,237,409.5,853,1.68,0.000207
Simvastatin,328,334.4,237,409.5,872,2.2,0.000265
Simvastatin,328,354.6,237,409.5,884,2.52,0.000299
Simvastatin,338,121.6,237,409.5,396,0.01,0.000002
Simvastatin,338,152,237,409.5,561,0.09,0.000017
Simvastatin,338,182.4,237,409.5,654,0.33,0.000053
Simvastatin,338,212.8,237,409.5,712,0.7,0.000104
Simvastatin,338,243.2,237,409.5,754,1.04,0.000146
Simvastatin,338,273.6,237,409.5,786,1.59,0.000213
Simvastatin,338,304,237,409.5,812,2.19,0.000283
Simvastatin,338,334.4,237,409.5,834,2.83,0.000357
Simvastatin,338,354.6,237,409.5,848,3.34,0.000413
Simvastatin,348,121.6,237,409.5,327,0.01,0.000002
Simvastatin,348,152,237,409.5,477,0.05,0.000011
Simvastatin,348,182.4,237,409.5,585,0.12,0.000021
Simvastatin,348,212.8,237,409.5,652,0.6,0.000096
Simvastatin,348,243.2,237,409.5,702,1.03,0.00015
Simvastatin,348,273.6,237,409.5,740,1.7,0.000241
Simvastatin,348,304,237,409.5,772,2.46,0.000335
Simvastatin,348,334.4,237,409.5,796,3.45,0.000455
Simvastatin,348,354.6,237,409.5,811,4.13,0.000535
Anastrozole,308,122,293.37,354.2,771,0.056,0.0000109
Anastrozole,308,152,293.37,354.2,818,0.082,0.0000151
Anastrozole,308,182,293.37,354.2,850,0.102,0.0000181
Anastrozole,308,213,293.37,354.2,876,0.126,0.0000216
Anastrozole,308,243,293.37,354.2,897,0.139,0.0000232
Anastrozole,308,274,293.37,354.2,916,0.169,0.0000277
Anastrozole,308,304,293.37,354.2,931,0.172,0.0000277
Anastrozole,308,334,293.37,354.2,946,0.192,0.0000305
Anastrozole,308,355,293.37,354.2,955,0.215,0.0000338
Anastrozole,318,122,293.37,354.2,661,0.033,0.0000075
Anastrozole,318,152,293.37,354.2,745,0.08,0.0000161
Anastrozole,318,182,293.37,354.2,792,0.129,0.0000244
Anastrozole,318,213,293.37,354.2,826,0.169,0.0000307
Anastrozole,318,243,293.37,354.2,852,0.209,0.0000368
Anastrozole,318,274,293.37,354.2,875,0.249,0.0000426
Anastrozole,318,304,293.37,354.2,893,0.289,0.0000485
Anastrozole,318,334,293.37,354.2,910,0.325,0.0000536
Anastrozole,318,355,293.37,354.2,919,0.346,0.0000565
Anastrozole,328,122,293.37,354.2,516,0.019,0.0000056
Anastrozole,328,152,293.37,354.2,657,0.069,0.0000158
Anastrozole,328,182,293.37,354.2,726,0.179,0.000037
Anastrozole,328,213,293.37,354.2,771,0.265,0.0000516
Anastrozole,328,243,293.37,354.2,804,0.365,0.0000681
Anastrozole,328,274,293.37,354.2,831,0.495,0.0000893
Anastrozole,328,304,293.37,354.2,853,0.558,0.0000981
Anastrozole,328,334,293.37,354.2,872,0.658,0.0001131
Anastrozole,328,355,293.37,354.2,884,0.758,0.0001285
Anastrozole,338,122,293.37,354.2,396,0.009,0.0000036
Anastrozole,338,152,293.37,354.2,561,0.065,0.0000173
Anastrozole,338,182,293.37,354.2,654,0.202,0.0000464
Anastrozole,338,213,293.37,354.2,712,0.335,0.0000706
Anastrozole,338,243,293.37,354.2,754,0.558,0.000111
Anastrozole,338,274,293.37,354.2,786,0.758,0.0001446
Anastrozole,338,304,293.37,354.2,812,0.99,0.0001829
Anastrozole,338,334,293.37,354.2,834,1.127,0.0002026
Anastrozole,338,355,293.37,354.2,848,1.28,0.0002263
Anastrozole,348,122,293.37,354.2,327,0.009,0.0000042
Anastrozole,348,152,293.37,354.2,477,0.061,0.0000193
Anastrozole,348,182,293.37,354.2,585,0.209,0.0000535
Anastrozole,348,213,293.37,354.2,652,0.458,0.0001054
Anastrozole,348,243,293.37,354.2,702,0.691,0.0001476
Anastrozole,348,274,293.37,354.2,740,1.09,0.0002209
Anastrozole,348,304,293.37,354.2,772,1.39,0.0002699
Anastrozole,348,334,293.37,354.2,796,1.789,0.0003369
Anastrozole,348,355,293.37,354.2,811,2.055,0.0003799
Exemestane,308,122,296.4,296.4,771,0.067,0.0000129
Exemestane,308,152,296.4,296.4,818,0.138,0.000025
Exemestane,308,182,296.4,296.4,850,0.147,0.0000257
Exemestane,308,213,296.4,296.4,876,0.241,0.0000408
Exemestane,308,243,296.4,296.4,897,0.25,0.0000414
Exemestane,308,274,296.4,296.4,916,0.341,0.0000553
Exemestane,308,304,296.4,296.4,931,0.41,0.0000654
Exemestane,308,334,296.4,296.4,946,0.455,0.0000714
Exemestane,308,355,296.4,296.4,955,0.592,0.0000921
Exemestane,318,122,296.4,296.4,661,0.056,0.0000126
Exemestane,318,152,296.4,296.4,745,0.401,0.0000798
Exemestane,318,182,296.4,296.4,792,0.513,0.0000962
Exemestane,318,213,296.4,296.4,826,0.823,0.000148
Exemestane,318,243,296.4,296.4,852,1.039,0.0001811
Exemestane,318,274,296.4,296.4,875,1.233,0.0002092
Exemestane,318,304,296.4,296.4,893,1.478,0.0002456
Exemestane,318,334,296.4,296.4,910,1.647,0.0002686
Exemestane,318,355,296.4,296.4,919,1.778,0.0002872
Exemestane,328,122,296.4,296.4,516,0.053,0.0000152
Exemestane,328,152,296.4,296.4,657,0.325,0.0000735
Exemestane,328,182,296.4,296.4,726,0.823,0.0001683
Exemestane,328,213,296.4,296.4,771,1.228,0.0002364
Exemestane,328,243,296.4,296.4,804,1.646,0.0003038
Exemestane,328,274,296.4,296.4,831,2.285,0.000408
Exemestane,328,304,296.4,296.4,853,2.802,0.0004873
Exemestane,328,334,296.4,296.4,872,3.318,0.0005646
Exemestane,328,355,296.4,296.4,884,3.694,0.00062
Exemestane,338,122,296.4,296.4,396,0.035,0.0000132
Exemestane,338,152,296.4,296.4,561,0.382,0.000101
Exemestane,338,182,296.4,296.4,654,0.899,0.0002039
Exemestane,338,213,296.4,296.4,712,1.657,0.0003454
Exemestane,338,243,296.4,296.4,754,2.465,0.0004851
Exemestane,338,274,296.4,296.4,786,3.536,0.0006674
Exemestane,338,304,296.4,296.4,812,4.57,0.0008347
Exemestane,338,334,296.4,296.4,834,5.979,0.0010631
Exemestane,338,355,296.4,296.4,848,6.825,0.0011933
Exemestane,348,122,296.4,296.4,327,0.034,0.0000155
Exemestane,348,152,296.4,296.4,477,0.25,0.0000779
Exemestane,348,182,296.4,296.4,585,0.842,0.0002137
Exemestane,348,213,296.4,296.4,652,1.92,0.000437
Exemestane,348,243,296.4,296.4,702,3.536,0.0007473
Exemestane,348,274,296.4,296.4,740,5.134,0.0010288
Exemestane,348,304,296.4,296.4,772,6.731,0.0012926
Exemestane,348,334,296.4,296.4,796,9.174,0.0017079
Exemestane,348,355,296.4,296.4,811,10.267,0.0018758
Letrozole,308,122,285.3,285.31,771,0.011,0.0000022
Letrozole,308,152,285.3,285.31,818,0.019,0.0000036
Letrozole,308,182,285.3,285.31,850,0.019,0.0000035
Letrozole,308,213,285.3,285.31,876,0.024,0.0000042
Letrozole,308,243,285.3,285.31,897,0.025,0.0000044
Letrozole,308,274,285.3,285.31,916,0.028,0.0000048
Letrozole,308,304,285.3,285.31,931,0.033,0.0000054
Letrozole,308,334,285.3,285.31,946,0.033,0.0000054
Letrozole,308,355,285.3,285.31,955,0.035,0.0000056
Letrozole,318,122,285.3,285.31,661,0.009,0.0000022
Letrozole,318,152,285.3,285.31,745,0.018,0.0000037
Letrozole,318,182,285.3,285.31,792,0.033,0.0000064
Letrozole,318,213,285.3,285.31,826,0.048,0.000009
Letrozole,318,243,285.3,285.31,852,0.051,0.0000092
Letrozole,318,274,285.3,285.31,875,0.056,0.0000099
Letrozole,318,304,285.3,285.31,893,0.063,0.0000109
Letrozole,318,334,285.3,285.31,910,0.066,0.0000112
Letrozole,318,355,285.3,285.31,919,0.073,0.0000123
Letrozole,328,122,285.3,285.31,516,0.004,0.0000013
Letrozole,328,152,285.3,285.31,657,0.017,0.000004
Letrozole,328,182,285.3,285.31,726,0.069,0.0000147
Letrozole,328,213,285.3,285.31,771,0.063,0.0000126
Letrozole,328,243,285.3,285.31,804,0.081,0.0000156
Letrozole,328,274,285.3,285.31,831,0.109,0.0000202
Letrozole,328,304,285.3,285.31,853,0.112,0.0000202
Letrozole,328,334,285.3,285.31,872,0.133,0.0000235
Letrozole,328,355,285.3,285.31,884,0.145,0.0000252
Letrozole,338,122,285.3,285.31,396,0.003,0.000001
Letrozole,338,152,285.3,285.31,561,0.017,0.0000047
Letrozole,338,182,285.3,285.31,654,0.054,0.0000128
Letrozole,338,213,285.3,285.31,712,0.092,0.0000199
Letrozole,338,243,285.3,285.31,754,0.127,0.000026
Letrozole,338,274,285.3,285.31,786,0.168,0.000033
Letrozole,338,304,285.3,285.31,812,0.221,0.000042
Letrozole,338,334,285.3,285.31,834,0.257,0.0000476
Letrozole,338,355,285.3,285.31,848,0.279,0.0000507
Letrozole,348,122,285.3,285.31,327,0.003,0.0000013
Letrozole,348,152,285.3,285.31,477,0.015,0.0000048
Letrozole,348,182,285.3,285.31,585,0.01,0.0000027
Letrozole,348,213,285.3,285.31,652,0.103,0.0000243
Letrozole,348,243,285.3,285.31,702,0.155,0.000034
Letrozole,348,274,285.3,285.31,740,0.221,0.0000461
Letrozole,348,304,285.3,285.31,772,0.339,0.0000677
Letrozole,348,334,285.3,285.31,796,0.404,0.0000782
Letrozole,348,355,285.3,285.31,811,0.436,0.000083
Letrozole,318.2,120,285.31,285.31,659.8576404,0.0231,0.0000054
Letrozole,318.2,180,285.31,285.31,789.1197499,0.0486,0.0000095
Letrozole,318.2,240,285.31,285.31,849.0783857,0.0611,0.0000111
Letrozole,318.2,300,285.31,285.31,411.6906846,0.0387,0.0000145
Letrozole,318.2,360,285.31,285.31,922.0559208,0.10162,0.000017
Letrozole,328.2,120,285.31,285.31,506.9066843,0.00953,0.0000029
Letrozole,328.2,180,285.31,285.31,723.6851604,0.0502,0.0000107
Letrozole,328.2,240,285.31,285.31,801.906725,0.0811,0.0000156
Letrozole,328.2,300,285.31,285.31,850.8725412,0.11584,0.000021
Letrozole,328.2,360,285.31,285.31,88.48408806,0.0148,0.0000258
Letrozole,338.2,120,285.31,285.31,384.1632854,0.00523,0.0000021
Letrozole,338.2,180,285.31,285.31,650.9177346,0.0595,0.0000141
Letrozole,338.2,240,285.31,285.31,751.0564514,0.1451,0.0000298
Letrozole,338.2,300,285.31,285.31,809.4544714,0.2393,0.0000456
Letrozole,338.2,360,285.31,285.31,851.1870138,0.28199,0.0000511
Letrozole,348.2,120,285.31,285.31,296.9370665,0.00308,0.0000016
Letrozole,348.2,180,285.31,285.31,575.90004,0.06235,0.0000167
Letrozole,348.2,240,285.31,285.31,767.4191881,0.2214,0.0000445
Letrozole,348.2,300,285.31,285.31,767.3388527,0.3567,0.0000717
Letrozole,348.2,360,285.31,285.31,814.8265614,0.44957,0.0000851
Atropin,308,122,289.38,115,771,0.32,0.00006
Astropin,308,152,289.38,115,818,0.47,0.00009
Astropin,308,182,289.38,115,850,0.53,0.00009
Astropin,308,213,289.38,115,876,0.58,0.0001
Astropin,308,243,289.38,115,897,0.8,0.00014
Astropin,308,274,289.38,115,916,0.81,0.00014
Astropin,308,304,289.38,115,931,0.92,0.00015
Astropin,308,334,289.38,115,946,0.87,0.00014
Astropin,308,355,289.38,115,955,0.75,0.00012
Astropin,318,122,289.38,115,661,0.52,0.00012
Astropin,318,152,289.38,115,745,0.87,0.00018
Astropin,318,182,289.38,115,792,1.09,0.00021
Astropin,318,213,289.38,115,826,1.37,0.00025
Astropin,318,243,289.38,115,852,1.96,0.00035
Astropin,318,274,289.38,115,875,2.28,0.0004
Astropin,318,304,289.38,115,893,3.72,0.00063
Astropin,318,334,289.38,115,910,2.7,0.00045
Astropin,318,355,289.38,115,919,3.19,0.00053
Astropin,328,122,289.38,115,516,0.6,0.00019
Astropin,328,152,289.38,115,657,0.74,0.00017
Astropin,328,182,289.38,115,726,1.07,0.00022
Astropin,328,213,289.38,115,771,1.25,0.00025
Astropin,328,243,289.38,115,804,2.3,0.00043
Astropin,328,274,289.38,115,831,2.75,0.0005
Astropin,328,304,289.38,115,853,2.91,0.00052
Astropin,328,334,289.38,115,872,3.53,0.00062
Astropin,328,355,289.38,115,884,3.75,0.00065
Astropin,338,122,289.38,115,396,0.3,0.0001
Astropin,338,152,289.38,115,561,0.63,0.00017
Astropin,338,182,289.38,115,654,1.37,0.00032
Astropin,338,213,289.38,115,712,2.13,0.00045
Astropin,338,243,289.38,115,754,3.24,0.00065
Astropin,338,274,289.38,115,786,4.25,0.00082
Astropin,338,304,289.38,115,812,4.59,0.00086
Astropin,338,334,289.38,115,834,5.39,0.00098
Astropin,338,355,289.38,115,848,5.51,0.00099
Astropin,348,122,289.38,115,327,0.2,0.00008
Astropin,348,152,289.38,115,477,0.56,0.00018
Astropin,348,182,289.38,115,585,1.7,0.00044
Astropin,348,213,289.38,115,652,2.86,0.00067
Astropin,348,243,289.38,115,702,4.21,0.00091
Astropin,348,274,289.38,115,740,5.38,0.0011
Astropin,348,304,289.38,115,772,6.69,0.00132
Astropin,348,334,289.38,115,796,7.99,0.00152
Astropin,348,355,289.38,115,811,8.92,0.00167
carbamazepine,308,243,236.26,205,897,0.05,0.000011
carbamazepine,308,274,236.26,205,916,0.06,0.000013
carbamazepine,308,304,236.26,205,931,0.07,0.000014
carbamazepine,308,334,236.26,205,946,0.07,0.000015
carbamazepine,308,355,236.26,205,955,0.08,0.000016
carbamazepine,318,122,236.26,205,661,0.02,0.000006
carbamazepine,318,152,236.26,205,745,0.03,0.000008
carbamazepine,318,182,236.26,205,792,0.05,0.000011
carbamazepine,318,213,236.26,205,826,0.07,0.000015
carbamazepine,318,243,236.26,205,852,0.08,0.000017
carbamazepine,318,274,236.26,205,875,0.09,0.00002
carbamazepine,318,304,236.26,205,893,0.11,0.000022
carbamazepine,318,334,236.26,205,910,0.12,0.000024
carbamazepine,318,355,236.26,205,919,0.14,0.000028
carbamazepine,328,122,236.26,205,516,0.01,0.000003
carbamazepine,328,152,236.26,205,657,0.02,0.000007
carbamazepine,328,182,236.26,205,726,0.04,0.00001
carbamazepine,328,213,236.26,205,771,0.05,0.000013
carbamazepine,328,243,236.26,205,804,0.08,0.000019
carbamazepine,328,274,236.26,205,831,0.11,0.000024
carbamazepine,328,304,236.26,205,853,0.13,0.000028
carbamazepine,328,334,236.26,205,872,0.16,0.000033
carbamazepine,328,355,236.26,205,884,0.17,0.000036
carbamazepine,338,152,236.26,205,561,0.01,0.000004
carbamazepine,338,182,236.26,205,654,0.03,0.00001
carbamazepine,338,213,236.26,205,712,0.07,0.000019
carbamazepine,338,243,236.26,205,754,0.1,0.000026
carbamazepine,338,274,236.26,205,786,0.14,0.000034
carbamazepine,338,304,236.26,205,812,0.2,0.000045
carbamazepine,338,334,236.26,205,834,0.25,0.000055
carbamazepine,338,355,236.26,205,848,0.32,0.000071
carbamazepine,348,152,236.26,205,477,0.06,0.000024
carbamazepine,348,182,236.26,205,585,0.06,0.00002
carbamazepine,348,213,236.26,205,652,0.06,0.000017
carbamazepine,348,243,236.26,205,702,0.1,0.000027
carbamazepine,348,274,236.26,205,740,0.17,0.000042
carbamazepine,348,304,236.26,205,772,0.23,0.000056
carbamazepine,348,334,236.26,205,796,0.32,0.000075
carbamazepine,348,355,236.26,205,811,0.41,0.000094
codeine,308,122,299.36,155,771,0.53,0.0001
codeine,308,152,299.36,155,818,0.69,0.00012
codeine,308,182,299.36,155,850,1.05,0.00018
codeine,308,213,299.36,155,876,1.13,0.00019
codeine,308,243,299.36,155,897,1.45,0.00024
