drug,temp,press,mw_drug,mp_drug,rho_scco2,sol,sol_mol_frac
Paclitaxel,322,277.9,853.906,487.65,862,0.0732,0.00000438
Paclitaxel,322.4,209.5,853.906,487.65,801,0.0672,0.00000433
Paclitaxel,322.5,149,853.906,487.65,682,0.0488,0.00000357
Paclitaxel,328.8,141.9,853.906,487.65,616,0.0687,0.00000571
Paclitaxel,328.9,278.9,853.906,487.65,832,0.1142,0.00000591
Paclitaxel,328.9,209.5,853.906,487.65,761,0.0937,0.00000632
Paclitaxel,329,346.7,853.906,487.65,876,0.1261,0.00000567
5-Fluorouracil,313.15,80,130.08,555.15,277.9,0.00168,0.0000013
5-Fluorouracil,313.15,100,130.08,555.15,628.61,0.00522,0.00000281
5-Fluorouracil,313.15,150,130.08,555.15,780.23,0.00768,0.00000333
5-Fluorouracil,313.15,200,130.08,555.15,839.81,0.00948,0.00000382
5-Fluorouracil,318.15,80,130.08,555.15,241.05,0.00102,0.00000143
5-Fluorouracil,318.15,100,130.08,555.15,498.25,0.003697,0.00000251
5-Fluorouracil,318.15,150,130.08,555.15,741.97,0.00774,0.00000353
5-Fluorouracil,318.15,200,130.08,555.15,812.69,0.0101,0.00000421
5-Fluorouracil,328.15,80,130.08,555.15,203.64,0.000951,0.00000158
5-Fluorouracil,328.15,100,130.08,555.15,325.07,0.00222,0.0000023
5-Fluorouracil,328.15,150,130.08,555.15,635.5,0.0077,0.0000041
5-Fluorouracil,328.15,200,130.08,555.15,754.61,0.0117,0.00000525
Temozolomide,308,120,194.154,485.15,753.9446506,2.18668,0.000657
Temozolomide,308,160,194.154,485.15,810.9177951,2.846324,0.000795
Temozolomide,308,200,194.154,485.15,755.107272,3.307854,0.000992
Temozolomide,308,240,194.154,485.15,878.8834774,3.77626,0.000973
Temozolomide,308,280,194.154,485.15,903.0180956,4.267172,0.00107
Temozolomide,308,320,194.154,485.15,923.4154982,4.894348,0.0012
Temozolomide,308,360,194.154,485.15,941.0699208,5.653883,0.00136
Temozolomide,308,400,194.154,485.15,956.942447,6.214941,0.00147
Temozolomide,318,120,194.154,485.15,652.6599296,1.53835,0.000534
Temozolomide,318,160,194.154,485.15,744.0022393,2.456947,0.000748
Temozolomide,318,200,194.154,485.15,794.8635966,3.966953,0.00113
Temozolomide,318,240,194.154,485.15,831.5633509,4.885623,0.00133
Temozolomide,318,280,194.154,485.15,860.0270836,6.118328,0.00161
Temozolomide,318,320,194.154,485.15,883.49944,7.341357,0.00188
Temozolomide,318,360,194.154,485.15,903.8840576,8.191299,0.00205
Temozolomide,318,400,194.154,485.15,921.550589,9.208846,0.00226
Temozolomide,328,120,194.154,485.15,518.245892,1.111676,0.000486
Temozolomide,328,160,194.154,485.15,667.3161562,2.215497,0.000752
Temozolomide,328,200,194.154,485.15,735.256708,4.970389,0.00153
Temozolomide,328,240,194.154,485.15,780.9076838,6.419721,0.00186
Temozolomide,328,280,194.154,485.15,814.9796287,8.03556,0.00223
Temozolomide,328,320,194.154,485.15,842.2086057,9.722773,0.00261
Temozolomide,328,360,194.154,485.15,865.2633149,11.06364,0.00289
Temozolomide,328,400,194.154,485.15,883.6904825,13.81038,0.00353
Temozolomide,338,120,194.154,485.15,400.4312339,0.759938,0.00043
Temozolomide,338,160,194.154,485.15,584.7164532,2.176377,0.000843
Temozolomide,338,200,194.154,485.15,673.1465704,5.14639,0.00173
Temozolomide,338,240,194.154,485.15,728.662786,7.442827,0.00231
Temozolomide,338,280,194.154,485.15,768.0779018,10.36637,0.00305
Temozolomide,338,320,194.154,485.15,799.2676158,12.70409,0.00359
Temozolomide,338,360,194.154,485.15,825.177898,14.61986,0.004
Temozolomide,338,400,194.154,485.15,843.8709502,19.76078,0.00528
Decitabine,308,120,228.21,467.65,755.9325981,0.197569,0.0000504
Decitabine,308,160,228.21,467.65,813.4171038,0.347162,0.0000823
Decitabine,308,200,228.21,467.65,852.1615411,0.521481,0.000118
Decitabine,308,240,228.21,467.65,882.0338141,0.626684,0.000137
Decitabine,308,280,228.21,467.65,906.4582955,0.827409,0.000176
Decitabine,308,320,228.21,467.65,927.363683,0.947513,0.000197
Decitabine,308,360,228.21,467.65,945.6555971,1.069221,0.000218
Decitabine,308,400,228.21,467.65,961.7469749,1.411736,0.000283
Decitabine,318,120,228.21,467.65,654.0439929,0.152963,0.0000451
Decitabine,318,160,228.21,467.65,746.0960447,0.362542,0.0000937
Decitabine,318,200,228.21,467.65,798.1902183,0.641636,0.000155
Decitabine,318,240,228.21,467.65,835.6396245,0.810448,0.000187
Decitabine,318,280,228.21,467.65,865.0698623,1.076837,0.00024
Decitabine,318,320,228.21,467.65,889.6010602,1.241217,0.000269
Decitabine,318,360,228.21,467.65,910.4710323,1.605743,0.00034
Decitabine,318,400,228.21,467.65,928.3240132,2.436987,0.000506
Decitabine,328,120,228.21,467.65,519.2612189,0.09936,0.0000369
Decitabine,328,160,228.21,467.65,669.2150165,0.31616,0.0000911
Decitabine,328,200,228.21,467.65,739.5494958,0.678892,0.000177
Decitabine,328,240,228.21,467.65,786.1789563,1.149943,0.000282
Decitabine,328,280,228.21,467.65,821.5594203,1.457461,0.000342
Decitabine,328,320,228.21,467.65,850.0503768,1.882961,0.000427
Decitabine,328,360,228.21,467.65,873.7899486,2.53876,0.00056
Decitabine,328,400,228.21,467.65,893.8479786,3.655237,0.000788
Decitabine,338,120,228.21,467.65,401.1342582,0.059075,0.0000284
Decitabine,338,160,228.21,467.65,586.6574506,0.236995,0.0000779
Decitabine,338,200,228.21,467.65,677.5737052,0.720415,0.000205
Decitabine,338,240,228.21,467.65,734.6929258,1.413918,0.000371
Decitabine,338,280,228.21,467.65,776.472515,1.973869,0.00049
Decitabine,338,320,228.21,467.65,808.9724685,3.001468,0.000715
Decitabine,338,360,228.1,467.65,836.4109924,3.792144,0.000874
Decitabine,338,400,228.1,467.65,859.2789263,4.770422,0.00107
Aprepitant,308.15,120,534.4,526.35,768,0.09,0.0000084
Aprepitant,308.15,150,534.4,526.35,816,0.128,0.00001269
Aprepitant,308.15,180,534.4,526.35,848,0.186,0.00001916
Aprepitant,308.15,210,534.4,526.35,874,0.212,0.0000225
Aprepitant,308.15,240,534.4,526.35,896,0.245,0.00002666
Aprepitant,308.15,270,534.4,526.35,914,0.335,0.00003719
Aprepitant,308.15,300,534.4,526.35,930,0.378,0.0000427
Aprepitant,308.15,330,534.4,526.35,944,0.414,0.00004747
Aprepitant,318.15,120,534.4,526.35,660,0.067,0.00000537
Aprepitant,318.15,150,534.4,526.35,743,0.103,0.00000929
Aprepitant,318.15,180,534.4,526.35,790,0.138,0.00001324
Aprepitant,318.15,210,534.4,526.35,824,0.286,0.00002862
Aprepitant,318.15,240,534.4,526.35,850,0.348,0.00003593
Aprepitant,318.15,270,534.4,526.35,872,0.371,0.00003929
Aprepitant,318.15,300,534.4,526.35,891,0.417,0.00004513
Aprepitant,318.15,330,534.4,526.35,907,0.456,0.00005023
Aprepitant,328.15,120,534.4,526.35,506,0.045,0.00000277
Aprepitant,328.15,150,534.4,526.35,654,0.126,0.00001001
Aprepitant,328.15,180,534.4,526.35,724,0.203,0.00001785
Aprepitant,328.15,210,534.4,526.35,769,0.348,0.0000325
Aprepitant,328.15,240,534.4,526.35,802,0.378,0.00003682
Aprepitant,328.15,270,534.4,526.35,829,0.478,0.00004813
Aprepitant,328.15,300,534.4,526.35,851,0.537,0.00005551
Aprepitant,328.15,330,534.4,526.35,870,0.556,0.00005875
Aprepitant,338.15,120,534.4,526.35,384,0.083,0.00000387
Aprepitant,338.15,150,534.4,526.35,555,0.137,0.00000923
Aprepitant,338.15,180,534.4,526.35,651,0.279,0.00002206
Aprepitant,338.15,210,534.4,526.35,710,0.435,0.00003751
Aprepitant,338.15,240,534.4,526.35,751,0.642,0.00005856
Aprepitant,338.15,270,534.4,526.35,783,0.705,0.00006705
Aprepitant,338.15,300,534.4,526.35,810,0.734,0.00007221
Aprepitant,338.15,330,534.4,526.35,831,0.767,0.00007742
Busulfan,308,120,246.304,389.15,68.97491548,0.031,0.0000803
Busulfan,308,160,246.304,389.15,20.55997756,0.0145,0.000126
Busulfan,308,200,246.304,389.15,59.35183073,0.0495,0.000149
Busulfan,308,240,246.304,389.15,63.04714759,0.0607,0.000172
Busulfan,308,280,246.304,389.15,50.42000735,0.0556,0.000197
Busulfan,308,320,246.304,389.15,70.74509567,0.0895,0.000226
Busulfan,308,360,246.304,389.15,26.83213454,0.0368,0.000245
Busulfan,308,400,246.304,389.15,44.07141796,0.0676,0.000274
Busulfan,318,120,246.304,389.15,42.50813179,0.0123,0.0000517
Busulfan,318,160,246.304,389.15,20.56846231,0.0137,0.000119
Busulfan,318,200,246.304,389.15,26.38216719,0.0254,0.000172
Busulfan,318,240,246.304,389.15,25.94592969,0.0305,0.00021
Busulfan,318,280,246.304,389.15,49.92559116,0.0763,0.000273
Busulfan,318,320,246.304,389.15,43.17644867,0.0788,0.000326
Busulfan,318,360,246.304,389.15,3.458822821,0.0067,0.000346
Busulfan,318,400,246.304,389.15,3.514533611,0.0073,0.000371
Busulfan,328,120,246.304,389.15,76.57424959,0.0201,0.0000469
Busulfan,328,160,246.304,389.15,51.90817262,0.0267,0.0000919
Busulfan,328,200,246.304,389.15,45.7669186,0.0538,0.00021
Busulfan,328,240,246.304,389.15,6.31767382,0.0087,0.000246
Busulfan,328,280,246.304,389.15,68.06016898,0.1326,0.000348
Busulfan,328,320,246.304,389.15,56.6768677,0.1355,0.000427
Busulfan,328,360,246.304,389.15,24.4200062,0.067,0.00049
Busulfan,328,400,246.304,389.15,18.66618087,0.0646,0.000618
Busulfan,338,120,246.304,389.15,46.99118539,0.0086,0.0000327
Busulfan,338,160,246.304,389.15,53.5395558,0.0267,0.0000891
Busulfan,338,200,246.304,389.15,8.595123758,0.0102,0.000212
Busulfan,338,240,246.304,389.15,209.0266314,0.3651,0.000312
Busulfan,338,280,246.304,389.15,158.5507623,0.3906,0.00044
Busulfan,338,320,246.304,389.15,62.16042531,0.1897,0.000545
Busulfan,338,360,246.304,389.15,41.1300012,0.1458,0
Flutamide,308,122,276.1,276.1,771,0.314,0.0000648
Flutamide,308,152,276.1,276.1,818,0.259,0.0000504
Flutamide,308,182,276.1,276.1,850,0.259,0.0000485
Flutamide,308,213,276.1,276.1,876,0.307,0.0000559
Flutamide,308,243,276.1,276.1,897,0.371,0.0000659
Flutamide,308,273,276.1,276.1,916,0.462,0.0000804
Flutamide,308,303,276.1,276.1,931,0.529,0.0000906
Flutamide,308,334,276.1,276.1,946,0.548,0.0000922
Flutamide,308,355,276.1,276.1,955,0.618,0.000103
Flutamide,318,122,276.1,276.1,661,0.165,0.0000396
Flutamide,318,152,276.1,276.1,745,0.162,0.0000345
Flutamide,318,182,276.1,276.1,792,0.362,0.0000728
Flutamide,318,213,276.1,276.1,826,0.396,0.0000763
Flutamide,318,243,276.1,276.1,852,0.399,0.0000745
Flutamide,318,273,276.1,276.1,875,0.63,0.0001146
Flutamide,318,303,276.1,276.1,893,0.794,0.0001416
Flutamide,318,334,276.1,276.1,910,0.812,0.0001422
Flutamide,318,355,276.1,276.1,919,0.888,0.0001539
Flutamide,328,122,276.1,276.1,516,0.088,0.0000273
Flutamide,328,152,276.1,276.1,657,0.161,0.0000391
Flutamide,328,182,276.1,276.1,726,0.38,0.0000835
Flutamide,328,213,276.1,276.1,771,0.426,0.000088
Flutamide,328,243,276.1,276.1,804,0.572,0.0001133
Flutamide,328,273,276.1,276.1,831,0.757,0.0001452
Flutamide,328,303,276.1,276.1,853,0.864,0.0001613
Flutamide,328,334,276.1,276.1,872,1.046,0.0001911
Flutamide,328,355,276.1,276.1,884,1.332,0.00024
Flutamide,338,122,276.1,276.1,396,0.031,0.0000124
Flutamide,338,152,276.1,276.1,561,0.073,0.0000208
Flutamide,338,182,276.1,276.1,654,0.389,0.0000949
Flutamide,338,213,276.1,276.1,712,0.453,0.0001014
Flutamide,338,243,276.1,276.1,754,0.617,0.0001305
Flutamide,338,273,276.1,276.1,786,0.87,0.0001763
Flutamide,338,303,276.1,276.1,812,1.222,0.0002398
Flutamide,338,334,276.1,276.1,834,1.56,0.0002979
Flutamide,338,355,276.1,276.1,848,1.924,0.0003615
Flutamide,348,122,276.1,276.1,327,0.009,0.0000046
Flutamide,348,152,276.1,276.1,477,0.035,0.0000116
Flutamide,348,182,276.1,276.1,585,0.344,0.0000936
Flutamide,348,213,276.1,276.1,652,0.423,0.0001033
Flutamide,348,243,276.1,276.1,702,0.706,0.0001601
Flutamide,348,273,276.1,276.1,740,1.076,0.0002317
Flutamide,348,303,276.1,276.1,772,1.62,0.0003344
Flutamide,348,334,276.1,276.1,796,2.137,0.0004277
Flutamide,348,355,276.1,276.1,811,2.539,0.0005093
Capecitabine,308,152,359.35,388.65,818,0.051,0.0000076
Capecitabine,308,182,359.35,388.65,850,0.082,0.0000118
Capecitabine,308,212,359.35,388.65,876,0.105,0.0000146
Capecitabine,308,243,359.35,388.65,897,0.243,0.0000196
Capecitabine,308,273,359.35,388.65,916,0.166,0.0000222
Capecitabine,308,304,359.35,388.65,931,0.189,0.0000249
Capecitabine,308,334,359.35,388.65,946,0.22,0.0000285
Capecitabine,308,354,359.35,388.65,955,0.236,0.0000302
Capecitabine,308.15,100,359.35,388.65,715,0.04437,0.0000076
Capecitabine,308.15,150,359.35,388.65,816,0.07863,0.0000118
Capecitabine,308.15,190,359.35,388.65,858,0.1023,0.0000146
Capecitabine,308.15,230,359.35,388.65,889,0.1423,0.0000186
Capecitabine,308.15,270,359.35,388.65,914,0.1657,0.0000222
Capecitabine,308.15,310,359.35,388.65,935,0.1901,0.0000249
Capecitabine,308.15,350,359.35,388.65,953,0.2217,0.0000285
Capecitabine,318,152,359.35,388.65,745,0.051,0.0000084
Capecitabine,318,182,359.35,388.65,792,0.089,0.0000134
Capecitabine,318,212,359.35,388.65,826,0.243,0.0000212
Capecitabine,318,243,359.35,388.65,852,0.189,0.0000272
Capecitabine,318,273,359.35,388.65,875,0.267,0.0000373
Capecitabine,318,304,359.35,388.65,893,0.305,0.0000418
Capecitabine,318,334,359.35,388.65,910,0.382,0.0000514
Capecitabine,318,354,359.35,388.65,919,0.425,0.0000571
Capecitabine,318.15,100,359.35,388.65,503,0.0345,0.0000084
Capecitabine,318.15,150,359.35,388.65,743,0.0837,0.0000138
Capecitabine,318.15,190,359.35,388.65,802,0.1388,0.0000212
Capecitabine,318.15,230,359.35,388.65,842,0.187,0.0000272
Capecitabine,318.15,270,359.35,388.65,872,0.2655,0.0000373
Capecitabine,318.15,310,359.35,388.65,897,0.30612,0.0000418
Capecitabine,318.15,350,359.35,388.65,918,0.3852,0.0000514
Capecitabine,328,152,359.35,388.65,657,0.02,0.0000037
Capecitabine,328,182,359.35,388.65,726,0.074,0.0000125
Capecitabine,328,212,359.35,388.65,771,0.243,0.0000228
Capecitabine,328,243,359.35,388.65,804,0.22,0.0000335
Capecitabine,328,273,359.35,388.65,831,0.305,0.0000449
Capecitabine,328,304,359.35,388.65,853,0.397,0.000057
Capecitabine,328,334,359.35,388.65,872,0.525,0.0000738
Capecitabine,328,354,359.35,388.65,884,0.608,0.0000842
Capecitabine,328.15,100,359.35,388.65,326,0.00985,0.0000037
Capecitabine,328.15,150,359.35,388.65,655,0.0668,0.0000125
Capecitabine,328.15,190,359.35,388.65,741,0.1379,0.0000228
Capecitabine,328.15,230,359.35,388.65,792,0.2166,0.0000335
Capecitabine,328.15,270,359.35,388.65,829,0.3039,0.0000449
Capecitabine,328.15,310,359.35,388.65,858,0.3992,0.000057
Capecitabine,328.15,350,359.35,388.65,882,0.5313,0.0000738
Capecitabine,338,152,359.35,388.65,561,0.012,0.0000027
Capecitabine,338,182,359.35,388.65,654,0.051,0.0000095
Capecitabine,338,212,359.35,388.65,612,0.136,0.0000233
Capecitabine,338,243,359.35,388.65,754,0.236,0.0000383
Capecitabine,338,273,359.35,388.65,786,0.305,0.0000475
Capecitabine,338,304,359.35,388.65,812,0.514,0.0000775
Capecitabine,338,334,359.35,388.65,834,0.681,0.0001
Capecitabine,338,354,359.35,388.65,848,0.852,0.000123
Capecitabine,338.15,100,359.35,388.65,267,0.00588,0.0000027
Capecitabine,338.15,150,359.35,388.65,555,0.043,0.0000095
Capecitabine,338.15,190,359.35,388.65,673,0.128,0.0000233
Capecitabine,338.15,230,359.35,388.65,739,0.2311,0.0000383
Capecitabine,338.15,270,359.35,388.65,773,0.3036,0.0000475
Capecitabine,338.15,310,359.35,388.65,817,0.5158,0.0000775
Capecitabine,338.15,350,359.35,388.65,845,0.6896,0.0001
Capecitabine,348,152,359.35,388.65,477,0.012,0.0000032
Capecitabine,348,182,359.35,388.65,585,0.043,0.000009
Capecitabine,348,212,359.35,388.65,652,0.105,0.0000197
Capecitabine,348,243,359.35,388.65,702,0.189,0.000033
Capecitabine,348,273,359.35,388.65,740,0.305,0.0000505
Capecitabine,348,304,359.35,388.65,772,0.528,0.0000838
Capecitabine,348,334,359.35,388.65,796,0.765,0.0001177
Capecitabine,348,354,359.35,388.65,811,1.052,0.0001588
Capecitabine,348.15,100,359.35,388.65,234,0.00611,0.0000032
Capecitabine,348.15,150,359.35,388.65,465,0.0341,0.000009
Capecitabine,348.15,190,359.35,388.65,603,0.097,0.0000197
Capecitabine,348.15,230,359.35,388.65,684,0.1843,0.000033
Capecitabine,348.15,270,359.35,388.65,737,0.3038,0.0000505
Capecitabine,348.15,310,359.35,388.65,777,0.5314,0.0000838
Capecitabine,348.15,350,359.35,388.65,808,0.776,0.0001177
Imatinib mesylate,308.2,120,589.71,499,769,0.005,0.000000486
Imatinib mesylate,308.2,150,589.71,499,817,0.0056,0.000000514
Imatinib mesylate,308.2,180,589.71,499,849,0.0069,0.000000611
Imatinib mesylate,308.2,210,589.71,499,875,0.0091,0.00000078
Imatinib mesylate,308.2,240,589.71,499,896,0.0164,0.000001367
Imatinib mesylate,308.2,270,589.71,499,914,0.025,0.000002043
Imatinib mesylate,318.2,120,589.71,499,661,0.0024,0.000000274
Imatinib mesylate,318.2,150,589.71,499,744,0.0034,0.000000343
Imatinib mesylate,318.2,180,589.71,499,791,0.0052,0.000000498
Imatinib mesylate,318.2,210,589.71,499,824,0.0103,0.000000939
Imatinib mesylate,318.2,240,589.71,499,851,0.0178,0.000001562
Imatinib mesylate,318.2,270,589.71,499,872,0.0289,0.000002475
Imatinib mesylate,328.2,120,589.71,499,509,0.0012,0.000000181
Imatinib mesylate,328.2,150,589.71,499,656,0.0022,0.000000252
Imatinib mesylate,328.2,180,589.71,499,725,0.0039,0.000000403
Imatinib mesylate,328.2,210,589.71,499,769,0.0108,0.000001049
Imatinib mesylate,328.2,240,589.71,499,802,0.0189,0.000001758
Imatinib mesylate,328.2,270,589.71,499,829,0.0375,0.000003382
Imatinib mesylate,338.2,120,589.71,499,388,0.0005,0.0000001
Imatinib mesylate,338.2,150,589.71,499,557,0.0014,0.000000199
Imatinib mesylate,338.2,180,589.71,499,652,0.0031,0.000000362
Imatinib mesylate,338.2,210,589.71,499,710,0.012,0.000001269
Imatinib mesylate,338.2,240,589.71,499,751,0.0194,0.000001928
Imatinib mesylate,338.2,270,589.71,499,783,0.0462,0.000004406
Sorafenib Tosylate,308,120,637.03,507.3,769,0.0076,0.00000068
Sorafenib Tosylate,308,150,637.03,507.3,817,0.011,0.00000093
Sorafenib Tosylate,308,180,637.03,507.3,849,0.0155,0.00000126
Sorafenib Tosylate,308,210,637.03,507.3,875,0.0179,0.00000141
Sorafenib Tosylate,308,240,637.03,507.3,896,0.0206,0.0000016
Sorafenib Tosylate,308,270,637.03,507.3,914,0.0225,0.0000017
Sorafenib Tosylate,318,120,637.03,507.3,661,0.0092,0.00000096
Sorafenib Tosylate,318,150,637.03,507.3,744,0.0199,0.00000185
Sorafenib Tosylate,318,180,637.03,507.3,791,0.0283,0.00000247
Sorafenib Tosylate,318,210,637.03,507.3,824,0.0348,0.00000292
Sorafenib Tosylate,318,240,637.03,507.3,851,0.0384,0.00000312
Sorafenib Tosylate,318,270,637.03,507.3,872,0.0433,0.00000343
Sorafenib Tosylate,328,120,637.03,507.3,509,0.0115,0.00000156
Sorafenib Tosylate,328,150,637.03,507.3,656,0.0276,0.00000291
Sorafenib Tosylate,328,180,637.03,507.3,725,0.043,0.00000409
Sorafenib Tosylate,328,210,637.03,507.3,769,0.056,0.00000503
Sorafenib Tosylate,328,240,637.03,507.3,802,0.0823,0.00000708
Sorafenib Tosylate,328,270,637.03,507.3,839,0.1091,0.00000909
Sorafenib Tosylate,338,120,637.03,507.3,388,0.0117,0.00000209
Sorafenib Tosylate,338,150,637.03,507.3,557,0.0316,0.00000391
Sorafenib Tosylate,338,180,637.03,507.3,652,0.0466,0.00000494
Sorafenib Tosylate,338,210,637.03,507.3,710,0.075,0.00000739
Sorafenib Tosylate,338,240,637.03,507.3,751,0.1044,0.0000096
Sorafenib Tosylate,338,270,637.03,507.3,783,0.1425,0.00001257
Tamoxifen,308,120,371.51,415.15,60.3895624,0.026,0.000051
Tamoxifen,308,160,371.51,415.15,64.44247644,0.0346,0.0000636
Tamoxifen,308,200,371.51,415.15,55.30525099,0.0402,0.0000861
Tamoxifen,308,240,371.51,415.15,55.53164633,0.0451,0.0000962
Tamoxifen,308,280,371.51,415.15,33.38121147,0.031,0.00011
Tamoxifen,308,320,371.51,415.15,26.24559395,0.0308,0.000139
Tamoxifen,308,360,371.51,415.15,403.525556,0.678,0.000199
Tamoxifen,308,400,371.51,415.15,5.340088365,0.01019,0.000226
Tamoxifen,318,120,371.51,415.15,35.62639527,0.012,0.0000399
Tamoxifen,318,160,371.51,415.15,55.09097924,0.0373,0.0000802
Tamoxifen,318,200,371.51,415.15,58.27626009,0.0615,0.000125
Tamoxifen,318,240,371.51,415.15,37.02221162,0.0522,0.000167
Tamoxifen,318,280,371.51,415.15,10.11652244,0.0252,0.000295
Tamoxifen,318,320,371.51,415.15,221.052764,0.5357,0.000287
Tamoxifen,318,360,371.51,415.15,11.91320438,0.0336,0.000334
Tamoxifen,318,400,371.51,415.15,31.50079884,0.1104,0.000415
Tamoxifen,328,120,371.51,415.15,33.41158528,0.0077,0.0000273
Tamoxifen,328,160,371.51,415.15,53.44908087,0.0296,0.0000656
Tamoxifen,328,200,371.51,415.15,4.868523413,0.0067,0.000163
Tamoxifen,328,240,371.51,415.15,216.3981208,0.3709,0.000203
Tamoxifen,328,280,371.51,415.15,60.58592873,0.1632,0.000319
Tamoxifen,328,320,371.51,415.15,46.52342927,0.1489,0.000379
Tamoxifen,328,360,371.51,415.15,49.58896096,0.1872,0.000447
Tamoxifen,328,400,371.51,415.15,69.35393183,0.338,0.000577
Tamoxifen,338,120,371.51,415.15,31.50538931,0.005,0.0000188
Tamoxifen,338,160,371.51,415.15,36.75536761,0.0193,0.0000622
Tamoxifen,338,200,371.51,415.15,37.35396169,0.0615,0.000195
Tamoxifen,338,240,371.51,415.15,45.02264424,0.1247,0.000328
Tamoxifen,338,280,371.51,415.15,50.96025875,0.2096,0.000487
Tamoxifen,338,320,371.51,415.15,27.98225315,0.1359,0.000575
Tamoxifen,338,360,371.51,415.15,56.11238143,0.393,0.000829
Tamoxifen,338,400,371.51,415.15,52.99812672,0.4429,0.000989
Docetaxel,308,152,807.87,505.15,809.7571357,0.55,0.000037
Docetaxel,308,182,807.87,505.15,853.0786875,0.83,0.000053
Docetaxel,308,212,807.87,505.15,882.8451952,0.94,0.000058
Docetaxel,308,243,807.87,505.15,896.1721486,1.02,0.000062
Docetaxel,308,273,807.87,505.15,907.8831854,1.1,0.000066
Docetaxel,308,304,807.87,505.15,929.2432841,1.16,0.000068
Docetaxel,308,334,807.87,505.15,943.6823106,1.23,0.000071
Docetaxel,308,354,807.87,505.15,960.8372725,1.27,0.000072
Docetaxel,318,152,807.87,505.15,739.2630003,1.14,0.000084
Docetaxel,318,182,807.87,505.15,799.8461797,1.16,0.000079
Docetaxel,318,212,807.87,505.15,825.8585329,1.41,0.000093
Docetaxel,318,243,807.87,505.15,856.727964,1.62,0.000103
Docetaxel,318,273,807.87,505.15,869.6147787,1.82,0.000114
Docetaxel,318,304,807.87,505.15,891.3271895,1.98,0.000121
Docetaxel,318,334,807.87,505.15,910.663852,2.14,0.000128
Docetaxel,318,354,807.87,505.15,922.0442602,2.59,0.000153
Docetaxel,328,152,807.87,505.15,652.0251968,0.79,0.000066
Docetaxel,328,182,807.87,505.15,729.8053027,1.38,0.000103
Docetaxel,328,212,807.87,505.15,772.3257072,1.9,0.000134
Docetaxel,328,243,807.87,505.15,805.0290773,2.35,0.000159
Docetaxel,328,273,807.87,505.15,833.661875,3,0.000196
Docetaxel,328,304,807.87,505.15,855.1502807,3.36,0.000214
Docetaxel,328,334,807.87,505.15,873.7929139,3.69,0.00023
Docetaxel,328,354,807.87,505.15,882.1166551,4.6,0.000284
Docetaxel,338,152,807.87,505.15,563.9858757,1.17,0.000113
Docetaxel,338,182,807.87,505.15,652.7396085,1.45,0.000121
Docetaxel,338,212,807.87,505.15,710.8397805,2.31,0.000177
Docetaxel,338,243,807.87,505.15,754.4505521,3.38,0.000244
Docetaxel,338,273,807.87,505.15,785.1754249,4.83,0.000335
Docetaxel,338,304,807.87,505.15,812.4531805,5.55,0.000372
Docetaxel,338,334,807.87,505.15,832.9119533,6.21,0.000406
Docetaxel,338,354,807.87,505.15,847.5887026,7.83,0.000503
Docetaxel,348,152,807.87,505.15,474.4440787,0.54,0.000062
Docetaxel,348,182,807.87,505.15,583.8764846,1.49,0.000139
Docetaxel,348,212,807.87,505.15,650.6172161,2.64,0.000221
Docetaxel,348,243,807.87,505.15,703.0773714,4.17,0.000323
Docetaxel,348,273,807.87,505.15,740.8840121,6.15,0.000452
Docetaxel,348,304,807.87,505.15,772.1108778,7.53,0.000531
Docetaxel,348,334,807.87,505.15,796.2286184,9.77,0.000668
Docetaxel,348,354,807.87,505.15,811.1468353,10.46,0.000702
Flurbiprofen,303,89,244.261,383.65,747.7,0.1,0.0000217
Flurbiprofen,303,112,244.261,383.65,791.4,0.13,0.00002897
Flurbiprofen,303,131,244.261,383.65,821.7,0.16,0.0000353
Flurbiprofen,303,141,244.261,383.65,834.7,0.19,0.00004144
Flurbiprofen,303,153,244.261,383.65,847.6,0.25,0.00005312
Flurbiprofen,303,173,244.261,383.65,867.4,0.28,0.00005991
Flurbiprofen,303,185,244.261,383.65,878.7,0.3,0.00006236
Flurbiprofen,303,195,244.261,383.65,887.1,0.36,0.00007259
Flurbiprofen,303,219,244.261,383.65,906,0.4,0.00007896
Flurbiprofen,303,231,244.261,383.65,913.5,0.42,0.00008211
Flurbiprofen,303,245,244.261,383.65,921.4,0.43,0.00008337
Flurbiprofen,313,98,244.261,383.65,616.9,0.06,0.00001672
Flurbiprofen,313,118,244.261,383.65,714,0.14,0.00003608
Flurbiprofen,313,131,244.261,383.65,746.1,0.22,0.00005389
Flurbiprofen,313,141,244.261,383.65,767.7,0.22,0.0000525
Flurbiprofen,313,153,244.261,383.65,786.3,0.29,0.00006646
Flurbiprofen,313,171,244.261,383.65,811.7,0.37,0.00008116
Flurbiprofen,313,202,244.261,383.65,807.2,0.52,0.00012563
Flurbiprofen,313,234,244.261,383.65,841.7,0.55,0.00013904
Flurbiprofen,313,244,244.261,383.65,876.6,0.73,0.0001495
Flurbiprofen,323,112,244.261,383.65,534,0.08,0.00002603
Flurbiprofen,323,133,244.261,383.65,654.6,0.19,0.00005272
Flurbiprofen,323,166,244.261,383.65,736.1,0.42,0.00010179
Flurbiprofen,323,177,244.261,383.65,767.1,0.6,0.00014012
Flurbiprofen,323,197,244.261,383.65,784,0.65,0.00014838
Flurbiprofen,323,206,244.261,383.65,792,0.71,0.00016213
